127.0.0.1 - - [17/Jul/2013:09:22:43 +0800] "GET / HTTP/1.1" 200 616
127.0.0.1 - - [17/Jul/2013:09:22:44 +0800] "GET /favicon.ico HTTP/1.1" 404 492
127.0.0.1 - - [17/Jul/2013:09:22:54 +0800] "GET /sysadm HTTP/1.1" 302 -
127.0.0.1 - - [17/Jul/2013:09:22:54 +0800] "GET /sysadm/ HTTP/1.1" 200 6231
127.0.0.1 - - [17/Jul/2013:09:22:54 +0800] "GET /js/jquery-1.4.4.min.js HTTP/1.1" 200 78768
127.0.0.1 - - [17/Jul/2013:09:22:54 +0800] "GET /sysadm/images/login_09.gif HTTP/1.1" 200 14104
127.0.0.1 - - [17/Jul/2013:09:22:54 +0800] "GET /sysadm/images/login_03.gif HTTP/1.1" 200 5213
127.0.0.1 - - [17/Jul/2013:09:22:54 +0800] "GET /sysadm/images/login_08.gif HTTP/1.1" 200 4681
127.0.0.1 - - [17/Jul/2013:09:22:54 +0800] "GET /sysadm/images/dl.gif HTTP/1.1" 200 984
127.0.0.1 - - [17/Jul/2013:09:22:54 +0800] "GET /sysadm/images/login_07.gif HTTP/1.1" 200 2442
127.0.0.1 - - [17/Jul/2013:09:22:54 +0800] "GET /sysadm/images/login_04.gif HTTP/1.1" 200 19744
127.0.0.1 - - [17/Jul/2013:09:22:54 +0800] "GET /sysadm/images/login_06.gif HTTP/1.1" 200 14512
127.0.0.1 - - [17/Jul/2013:09:22:55 +0800] "GET /identifyCode.do HTTP/1.1" 200 1397
127.0.0.1 - - [17/Jul/2013:09:22:55 +0800] "GET /favicon.ico HTTP/1.1" 404 492
127.0.0.1 - - [17/Jul/2013:09:23:06 +0800] "POST /sysadm/admin/login.do HTTP/1.1" 200 7
127.0.0.1 - - [17/Jul/2013:09:23:06 +0800] "GET /sysadm/index.jsp HTTP/1.1" 200 932
127.0.0.1 - - [17/Jul/2013:09:23:06 +0800] "GET /sysadm/right.jsp HTTP/1.1" 200 1720
127.0.0.1 - - [17/Jul/2013:09:23:06 +0800] "GET /sysadm/bottom.jsp HTTP/1.1" 200 1197
127.0.0.1 - - [17/Jul/2013:09:23:06 +0800] "GET /sysadm/css/base.css HTTP/1.1" 200 5082
127.0.0.1 - - [17/Jul/2013:09:23:06 +0800] "GET /sysadm/css/main.css HTTP/1.1" 200 1168
127.0.0.1 - - [17/Jul/2013:09:23:06 +0800] "GET /sysadm/images/sp_bg.gif HTTP/1.1" 200 705
127.0.0.1 - - [17/Jul/2013:09:23:06 +0800] "GET /sysadm/images/wbg.gif HTTP/1.1" 200 311
127.0.0.1 - - [17/Jul/2013:09:23:06 +0800] "GET /sysadm/images/main_47.gif HTTP/1.1" 200 309
127.0.0.1 - - [17/Jul/2013:09:23:07 +0800] "GET /sysadm/images/book1.gif HTTP/1.1" 200 407
127.0.0.1 - - [17/Jul/2013:09:23:07 +0800] "GET /sysadm/top.jsp HTTP/1.1" 200 5049
127.0.0.1 - - [17/Jul/2013:09:23:07 +0800] "GET /sysadm/images/topbg.gif HTTP/1.1" 200 519
