127.0.0.1 - - [29/May/2013:09:48:26 +0800] "GET / HTTP/1.1" 404 492
127.0.0.1 - - [29/May/2013:09:48:44 +0800] "GET /sysadm HTTP/1.1" 302 -
127.0.0.1 - - [29/May/2013:09:48:44 +0800] "GET /sysadm/ HTTP/1.1" 200 930
127.0.0.1 - - [29/May/2013:09:48:44 +0800] "GET /js/jquery-1.4.4.min.js HTTP/1.1" 304 -
127.0.0.1 - - [29/May/2013:09:48:45 +0800] "GET /sysadm/bottom.jsp HTTP/1.1" 200 1197
127.0.0.1 - - [29/May/2013:09:48:45 +0800] "GET /sysadm/right.jsp HTTP/1.1" 200 4440
127.0.0.1 - - [29/May/2013:09:48:45 +0800] "GET /sysadm/left.jsp HTTP/1.1" 200 5690
127.0.0.1 - - [29/May/2013:09:48:45 +0800] "GET /sysadm/css/base.css HTTP/1.1" 304 -
127.0.0.1 - - [29/May/2013:09:48:45 +0800] "GET /sysadm/css/main.css HTTP/1.1" 304 -
127.0.0.1 - - [29/May/2013:09:48:45 +0800] "GET /sysadm/css/menu.css HTTP/1.1" 304 -
127.0.0.1 - - [29/May/2013:09:48:45 +0800] "GET /sysadm/images/menuarrow.gif HTTP/1.1" 304 -
127.0.0.1 - - [29/May/2013:09:48:45 +0800] "GET /sysadm/images/part-index.gif HTTP/1.1" 304 -
127.0.0.1 - - [29/May/2013:09:48:45 +0800] "GET /sysadm/images/main_47.gif HTTP/1.1" 304 -
127.0.0.1 - - [29/May/2013:09:48:45 +0800] "GET /sysadm/images/addnews.gif HTTP/1.1" 304 -
127.0.0.1 - - [29/May/2013:09:48:45 +0800] "GET /sysadm/images/wbg.gif HTTP/1.1" 304 -
127.0.0.1 - - [29/May/2013:09:48:45 +0800] "GET /sysadm/images/manage1.gif HTTP/1.1" 304 -
127.0.0.1 - - [29/May/2013:09:48:45 +0800] "GET /sysadm/images/book1.gif HTTP/1.1" 304 -
127.0.0.1 - - [29/May/2013:09:48:45 +0800] "GET /sysadm/images/file_dir.gif HTTP/1.1" 304 -
127.0.0.1 - - [29/May/2013:09:48:45 +0800] "GET /sysadm/images/sp_bg.gif HTTP/1.1" 304 -
127.0.0.1 - - [29/May/2013:09:48:45 +0800] "GET /sysadm/js/menu.js HTTP/1.1" 304 -
127.0.0.1 - - [29/May/2013:09:48:45 +0800] "GET /sysadm/images/qc.gif HTTP/1.1" 304 -
127.0.0.1 - - [29/May/2013:09:48:45 +0800] "GET /sysadm/images/arr4.gif HTTP/1.1" 304 -
127.0.0.1 - - [29/May/2013:09:48:45 +0800] "GET /sysadm/images/menubg.gif HTTP/1.1" 304 -
127.0.0.1 - - [29/May/2013:09:48:45 +0800] "GET /sysadm/top.jsp HTTP/1.1" 200 5635
127.0.0.1 - - [29/May/2013:09:48:45 +0800] "GET /sysadm/images/topbg.gif HTTP/1.1" 304 -
127.0.0.1 - - [29/May/2013:09:48:45 +0800] "GET /sysadm/images/arrl.gif HTTP/1.1" 304 -
127.0.0.1 - - [29/May/2013:09:48:45 +0800] "GET /sysadm/images/arrfc.gif HTTP/1.1" 304 -
127.0.0.1 - - [29/May/2013:09:48:45 +0800] "GET /sysadm/images/arrr.gif HTTP/1.1" 304 -
127.0.0.1 - - [29/May/2013:09:48:45 +0800] "GET /sysadm/images/topitembg.gif HTTP/1.1" 304 -
127.0.0.1 - - [29/May/2013:09:48:45 +0800] "GET /sysadm/images/logo.png HTTP/1.1" 304 -
127.0.0.1 - - [29/May/2013:09:48:45 +0800] "GET /favicon.ico HTTP/1.1" 404 492
127.0.0.1 - - [29/May/2013:10:12:51 +0800] "GET /sysadm/product/productList.do HTTP/1.1" 200 23022
127.0.0.1 - - [29/May/2013:10:12:51 +0800] "GET /sysadm/css/base.css HTTP/1.1" 304 -
127.0.0.1 - - [29/May/2013:10:12:51 +0800] "GET /js/jquery-1.4.4.min.js HTTP/1.1" 304 -
127.0.0.1 - - [29/May/2013:10:12:51 +0800] "GET /sysadm/images/allbg.gif HTTP/1.1" 404 492
127.0.0.1 - - [29/May/2013:10:12:51 +0800] "GET /sysadm/css/allbtbg2.gif HTTP/1.1" 404 492
127.0.0.1 - - [29/May/2013:10:12:51 +0800] "GET /sysadm/images/newlinebg3.gif HTTP/1.1" 404 492
127.0.0.1 - - [29/May/2013:10:12:51 +0800] "GET /sysadm/images/tbg.gif HTTP/1.1" 404 492
127.0.0.1 - - [29/May/2013:10:12:51 +0800] "GET /sysadm/images/wbg.gif HTTP/1.1" 304 -
127.0.0.1 - - [29/May/2013:10:12:51 +0800] "GET /sysadm/images/search.gif HTTP/1.1" 304 -
127.0.0.1 - - [29/May/2013:10:12:51 +0800] "GET /sysadm/images/icon_view.gif HTTP/1.1" 304 -
127.0.0.1 - - [29/May/2013:10:12:51 +0800] "GET /sysadm/images/yes.gif HTTP/1.1" 304 -
127.0.0.1 - - [29/May/2013:10:12:51 +0800] "GET /sysadm/images/icon_edit.gif HTTP/1.1" 304 -
127.0.0.1 - - [29/May/2013:10:12:51 +0800] "GET /sysadm/images/icon_trash.gif HTTP/1.1" 304 -
127.0.0.1 - - [29/May/2013:10:12:51 +0800] "GET /sysadm/images/no.gif HTTP/1.1" 304 -
127.0.0.1 - - [29/May/2013:10:29:15 +0800] "GET /sysadm/ HTTP/1.1" 200 930
